hospital_id,ein,name,street_address,city,state,hospital_bed_count,urban_location_f,memb_counc_teach_hosps_f,medicare_provider_number,county,fiscal_yr,form_990_filed_part_grp_ret_f,form_990_num_fac_oper,tot_func_exp,tot_revenue,tot_comm_bnfts,chrty_care,unreim_medcd,comm_hlth_impr_svcs_comm_bnft_oper,bad_debt,mdcre_shrtfl,tot_comm_bnfts_tot_func_exp_pct,chrty_care_tot_func_exp_pct,unreim_medcd_tot_func_exp_pct,comm_hlth_impr_svcs_comm_bnft_oper_tot_func_exp_pct,bad_debt_tot_func_exp_pct,mdcre_shrtfl_tot_func_exp_pct,rat_pat_care_npat_care_comm_bnfts,chna_cond_w_mult_hosp_facilities_f,per_capita_inc,med_hsehld_inc,percent_ppl_pov_pct,percent_ppl_65_yrs_old_without_hlth_insr_pct,unemp_rate_16_yrs_older,st_impl_aca_medcd_exp_cvrg_adlts_w_incs_up_138pct_fpl_f,st_law_req_hosp_rpt_comm_bnfts_f
2211,541547408,Sentara Albemarle Regl Med Ctr Llc,1144 North Road Street,Elizabeth City,NC,182,N,N,340109,Pasquotank County,2021,Y,14,2773247940,3320206945,179734927,67170608,0,19518781,145251337,-35374010,6.4810262,2.4220916,0.0,0.7038238,5.2375892,-1.2755444,0.596730905,N,42529,56654,14.0,12.2,5.4,N,Y
2212,561509260,Rex Hospital,4420 Lake Boone Trail,Raleigh,NC,425,Y,N,340114,Wake County,2021,N,1,1461761703,1491892041,37476669,31968594,0,762803,64081927,-168900967,2.5638015,2.1869908,0.0,0.0521838,4.3838832,-11.554617,5.803950381,Y,65450,88763,7.4,10.1,4.0,N,Y
2213,561936354,Firsthealth Moore Regional Hospital,35 Memorial Drive,Pinehurst,NC,395,N,N,340115,Moore County,2021,Y,4,988613047,1109525538,33192795,8193189,11409230,8235464,22778100,-18200776,3.3575113,0.8287559,1.1540642,0.833032,2.304046,-1.8410414,1.44237503,N,54514,69413,9.3,12.0,4.6,N,Y
2214,560556760,Stanly Regional Medical Center,301 Yadkin St,Albemarle,NC,109,N,N,340119,Stanly County,2013,N,1,92806054,102503786,6932539,1748888,4857051,208867,17091918,-4824493,7.469921,1.8844546,5.2335497,0.2250575,18.4168136,-5.1984679,30.99820451,N,31746,42801,17.7,18.2,7.8,N,Y
2215,911997979,Duplin General Hospital,Highway 11  North Main Street,Kenansville,NC,101,N,N,340120,Duplin County,2021,Y,6,465087488,437235582,22492320,13702453,5977924,502039,13209291,-22689348,4.8361481,2.9462097,1.2853332,0.107945,2.8401733,-4.8785118,6.998853461,Y,37872,49755,18.3,21.6,4.4,N,Y
2216,560530234,Randolph Hospital,373 North Fayetteville Street,Asheboro,NC,145,Y,N,340123,Randolph County,2020,N,1,82983671,81442252,7539765,5340126,2110937,66105,4473475,-13274672,9.0858417,6.4351527,2.543798,0.0796602,5.3907894,-15.9967278,84.001071001,N,41231,48849,14.2,17.4,7.4,N,Y
2217,581588823,Wesley Long Community Hospital,501 N Elam Av,Greensboro,NC,309,Y,N,340125,Guilford County,2021,Y,5,1611711413,1647783819,228533875,59855300,23699168,1565553,145626778,-135108628,14.1795778,3.7137727,1.4704349,0.097136,9.0355368,-8.3829292,22.152567289,Y,49856,55577,13.3,13.1,5.6,N,Y
2218,566024172,Wilson Medical Center,1705 South Tarboro Street,Wilson,NC,317,N,N,340126,Wilson County,2021,N,1,15252399,10473791,15741516,599988,636648,14489208,34652090,2045135,103.2068201,3.9337287,4.1740843,94.9962559,227.1910799,13.4086119,0.085256548,Y,43111,44089,21.2,16.1,6.7,N,Y
2219,561373175,Lake Norman Regional Medical Center,171 Fairview Road,Mooresville,NC,105,Y,N,340129,Iredell County,2014,Y,3,56918425,55516401,4073425,2734142,463670,18269,6100666,-6804410,7.1566017,4.8036149,0.8146219,0.0320968,10.7182621,-11.9546702,3.65208374,N,43989,54026,12.7,14.7,6.1,N,Y
2220,560603925,Maria Parham Medical Center,566 Ruin Creek Road,Henderson,NC,102,N,N,340132,Vance County,2021,N,1,582752,-3030416,243586,243586,0,0,6115600,-224565,41.7992559,41.7992559,0.0,0.0,1049.4344077,-38.5352602,2.535991823,N,37774,41935,21.3,14.6,7.9,N,Y
2221,561376950,New Hanover Regional Medical Center,2131 S 17th St,Wilmington,NC,769,Y,Y,340141,New Hanover County,2021,Y,4,2572368985,2822105056,145276100,59137957,40409574,97823,121854301,17244197,5.6475607,2.2989686,1.5709089,0.0038028,4.7370459,0.6703624,2.262868192,N,50780,65615,10.2,12.2,4.2,N,Y
2222,561340424,Medical Park Hospital,1950 South Hawthorne Road,Winston-Salem,NC,136,Y,N,340148,Forsyth County,2021,N,1,74937997,99381324,3526339,1466560,2009554,3927,3630013,497627,4.7056755,1.9570312,2.6816222,0.0052403,4.8440219,0.6640516,69.210831259,N,51323,56158,13.0,14.2,4.9,N,Y
2223,911997979,Halifax Regional Medical Center,250 Smith Church Road,Roanoke Rapids,NC,206,N,Y,340151,Halifax County,2021,Y,6,465087488,437235582,22492320,13702453,5977924,502039,13209291,-22689348,4.8361481,2.9462097,1.2853332,0.107945,2.8401733,-4.8785118,6.998853461,Y,39680,41098,23.9,15.0,7.5,N,Y
2224,560554230,Novant Health Charlotte Orthopedic Hospital,1901 Randolph Rd,Charlotte,NC,156,Y,N,340153,Mecklenburg County,2021,Y,3,1538214997,1815365290,82322359,46118967,18275164,306250,75553103,-5047696,5.3518109,2.9982133,1.188076,0.0199094,4.9117388,-0.3281528,3.958920448,N,65244,72340,11.0,13.2,4.9,N,Y
2225,562070036,Duke Regional Hospital,3643 North Roxboro Road,Durham,NC,391,Y,Y,340155,Durham County,2021,Y,3,4174139522,4600505996,410838153,145255657,167039549,544715,0,-152411247,9.8424633,3.4798946,4.001772,0.0130497,0.0,-3.6513213,3.169127933,Y,54056,65619,11.7,14.0,4.1,N,Y
2226,581588823,Womens Hospital Of Greensboro,801 Green Valley Rd Box 29526,Greensboro,NC,130,Y,N,340157,Guilford County,2021,Y,5,1611711413,1647783819,228533875,59855300,23699168,1565553,145626778,-135108628,14.1795778,3.7137727,1.4704349,0.097136,9.0355368,-8.3829292,22.152567289,Y,49856,55577,13.3,13.1,5.6,N,Y
2227,561376950,Brunswick Community Hospital,240 Hospital Drive Ne,Bolivia,NC,60,Y,N,340158,Brunswick County,2021,Y,4,2572368985,2822105056,145276100,59137957,40409574,97823,121854301,17244197,5.6475607,2.2989686,1.5709089,0.0038028,4.7370459,0.6703624,2.262868192,N,46829,64371,11.2,13.5,6.0,N,Y
2228,560543247,Person Memorial Hospital,615 Ridge Rd,Roxboro,NC,50,Y,N,340159,Person County,2010,N,1,42474921,37335285,2795332,833540,1961792,0,3012402,-868741,6.5811352,1.9624286,4.6187066,0.0,7.0921897,-2.0453033,2.535991823,,30579,42621,16.4,18.0,11.4,N,Y
2229,561844262,Murphy Medical Center Inc,3990 East Us Highway 64 Alt,Murphy,NC,50,N,N,340160,Cherokee County,2013,N,1,61554690,61766348,2236210,2317901,-461452,379761,5320525,2132017,3.6328832,3.765596,-0.7496618,0.6169489,8.6435737,3.4636142,4.888466693,N,27770,34476,22.5,22.3,10.6,N,Y
2230,561376368,Presbyterian Hospital Matthews,1500 Matthews Township Parkway,Matthews,NC,102,Y,N,340171,Mecklenburg County,2021,N,1,236098531,303551602,10658612,8535131,0,169615,15236285,2178789,4.5144762,3.6150716,0.0,0.0718407,6.4533586,0.9228303,4.0194054,N,65244,72340,11.0,13.2,4.9,N,Y
2231,566017737,Wake Med Cary Hospital,1900 Kildare Farm Road,Cary,NC,156,Y,Y,340173,Wake County,2021,Y,2,1907775364,1905941318,178074419,116562311,45258585,8737240,34233466,-126509171,9.3341397,6.1098551,2.3723225,0.4579805,1.794418,-6.6312404,9.956050512,Y,65450,88763,7.4,10.1,4.0,N,Y
2232,560554230,Presbyterian Hospital Huntersville,10030 Gilead Road,Huntersville,NC,75,Y,N,340183,Mecklenburg County,2021,Y,3,1538214997,1815365290,82322359,46118967,18275164,306250,75553103,-5047696,5.3518109,2.9982133,1.188076,0.0199094,4.9117388,-0.3281528,3.958920448,N,65244,72340,11.0,13.2,4.9,N,Y
2233,560585243,Vidant Beaufort Hospital,628 E 12th Street,Washington,NC,142,N,N,340186,Beaufort County,2021,Y,2,1519443355,1622708952,107817544,38256612,4176290,6308381,19605784,-78471010,7.095858,2.5178044,0.2748565,0.4151771,1.2903267,-5.1644577,0.648973531,Y,46363,50253,18.1,14.4,4.8,N,Y
2234,562276994,Davie Medical Center,329 Nc Highway 801 N,Bermuda Run,NC,81,Y,Y,340187,Davie County,2021,N,1,43663092,58360169,562648,219399,342470,679,1006725,1202766,1.2886123,0.5024815,0.7843466,0.001555,2.3056658,2.7546514,721.269576379,Y,52153,65418,9.6,13.0,4.3,N,Y
2235,560845796,Cape Fear Valley Hoke Hospital,210 Medical Pavilion Drive,Raeford,NC,41,Y,N,340188,Hoke County,2021,Y,4,1210920764,1261363285,142871361,54330078,34925031,0,150802069,6766897,11.7985722,4.4866749,2.8841714,0.0,12.4535042,0.5588224,1.681884572,N,35411,53728,15.0,16.5,6.4,N,Y
2236,561376950,Novant Health Mint Hill Medical Ctr,8201 Healthcare Loop,Charlotte,NC,36,Y,N,340190,Mecklenburg County,2021,Y,4,2572368985,2822105056,145276100,59137957,40409574,97823,121854301,17244197,5.6475607,2.2989686,1.5709089,0.0038028,4.7370459,0.6703624,2.262868192,N,65244,72340,11.0,13.2,4.9,N,Y
2237,560600035,Our Community Hospital,921 Junior High Road,Scotland Neck,NC,20,N,N,341302,Halifax County,2017,N,1,4587898,3325667,114547,85177,29370,0,256700,140213,2.4967207,1.8565582,0.6401624,0.0,5.5951549,3.056149,2.535991823,,35105,34027,28.1,13.5,7.4,N,Y
2238,561936354,Firsthealth Montgomery Memorial Cah,520 Allen Street,Troy,NC,25,N,N,341303,Montgomery County,2021,Y,4,988613047,1109525538,33192795,8193189,11409230,8235464,22778100,-18200776,3.3575113,0.8287559,1.1540642,0.833032,2.304046,-1.8410414,1.44237503,N,39353,48522,16.0,17.3,4.7,N,Y
2239,911997979,Bertie Memorial Hospital,1403 South King Street,Windsor,NC,15,N,N,341304,Bertie County,2021,Y,6,465087488,437235582,22492320,13702453,5977924,502039,13209291,-22689348,4.8361481,2.9462097,1.2853332,0.107945,2.8401733,-4.8785118,6.998853461,Y,40351,41889,22.8,12.6,5.9,N,Y
2240,560629325,Medwest Swain,45 Plateau Street,Bryson City,NC,48,N,N,341305,Swain County,2013,N,1,12134815,13393644,-260330,83315,-343645,0,1581946,182120,-2.1453149,0.6865782,-2.8318931,0.0,13.0364245,1.5008057,2.535991823,Y,29914,34552,23.2,22.3,11.4,N,Y
2241,560653348,Pender Memorial Hospital,507 E Fremont St,Burgaw,NC,25,Y,N,341307,Pender County,2021,N,1,12685906,13183408,113021,95864,14946,1281,520331,-251270,0.8909178,0.7556732,0.1178157,0.0100978,4.1016463,-1.980702,87.228727556,N,41292,59812,12.3,13.4,4.2,N,Y
2242,911997979,Vidant Pungo Hospital,210 East Water St,Belhaven,NC,49,N,N,341310,Beaufort County,2013,Y,7,361368588,366507703,31389831,16476536,0,2204486,15470330,1529313,8.686375,4.559482,0.0,0.610038,4.2810389,0.4232003,5.551075287,Y,36938,39043,20.5,19.6,9.7,N,Y
2243,560611546,Chatham Hospital  Inc,475 Progress Blvd,Siler City,NC,68,Y,N,341311,Chatham County,2021,N,1,54626075,53121700,3412575,3166558,0,0,7711389,-3522614,6.2471539,5.7967884,0.0,0.0,14.1166814,-6.4485943,12.871297511,N,66766,74747,9.6,14.0,3.6,N,Y
2244,562276994,Davie County Hospital,223 Hospital St,Mocksville,NC,25,Y,N,341313,Davie County,2013,N,1,28520174,24160777,748335,337444,378891,0,2456115,-2061428,2.6238795,1.1831765,1.3285017,0.0,8.6118513,-7.2279643,22.38546875,N,39357,49708,13.9,18.3,7.5,N,Y
2245,842516855,Cah 1 - Washington,958 Us Highway 64 East,Plymouth,NC,49,N,N,341314,Washington County,2021,N,1,20842139,17463913,0,0,0,0,618969,2376997,0.0,0.0,0.0,0.0,2.9697959,11.4047651,2.535991823,,39912,38704,24.3,14.1,6.9,N,Y
2246,560845796,Bladen County Hospital,Highway 701,Elizabethtown,NC,35,N,N,341315,Bladen County,2021,Y,4,1210920764,1261363285,142871361,54330078,34925031,0,150802069,6766897,11.7985722,4.4866749,2.8841714,0.0,12.4535042,0.5588224,1.681884572,N,39264,43664,21.6,16.1,5.8,N,Y
2247,560509400,Highlands Cashiers Hospital,Highway 64e,Highlands,NC,25,N,N,341316,Macon County,2018,N,1,16247151,6894837,-38129,57335,-95464,0,379390,3018,-0.2346811,0.3528926,-0.5875737,0.0,2.335117,0.0185755,2.535991823,Y,40057,46426,16.3,17.9,3.9,N,Y
2248,561793620,Pioneer Commuinity Hospital Of Stokes,1570 Nc 8 & 89 Hwy North,Danbury,NC,49,Y,N,341317,Stokes County,2011,N,1,1784056,1402002,34501,12073,22428,0,288403,2616,1.9338518,0.6767164,1.2571354,0.0,16.16558,0.1466321,2.535991823,,29175,42147,15.9,17.0,9.7,N,Y
2249,911997979,Chowan Hospital Inc,211 Virginia Avenue,Edenton,NC,25,N,N,341318,Chowan County,2021,Y,6,465087488,437235582,22492320,13702453,5977924,502039,13209291,-22689348,4.8361481,2.9462097,1.2853332,0.107945,2.8401733,-4.8785118,6.998853461,Y,45388,45365,17.3,11.8,4.9,N,Y
2250,560562293,Transylvania Community Hospital,260 Hospital Drive,Brevard,NC,25,N,N,341319,Transylvania County,2018,N,1,19422586,27553476,933484,735985,197499,0,1732450,254787,4.8061777,3.7893254,1.0168522,0.0,8.91977,1.3118078,2.535991823,Y,42070,51398,12.8,16.6,3.8,N,Y
2251,560525657,Alleghany Memorial Hospital,233 Doctors Street,Sparta,NC,25,N,N,341320,Alleghany County,2021,N,1,16443622,15001905,388336,6000,382336,0,1510610,251663,2.3616208,0.0364883,2.3251325,0.0,9.1866013,1.5304596,2.535991823,N,40599,39916,18.1,19.5,4.6,N,Y
2252,560513181,Blowing Rock Hospital,416 Chestnut Street,Blowing Rock,NC,25,N,N,341321,Watauga County,2013,N,1,7472969,3999993,1478599,42945,1432721,0,747264,0,19.7859645,0.5746711,19.1720452,0.0,9.9995597,0.0,503.125127855,N,29929,38380,27.3,18.7,7.2,N,Y
2253,560554222,St Lukes Hospital,220 Hospital Drive,Columbus,NC,35,N,N,341322,Polk County,2021,N,1,42860151,48684655,4052773,654203,935008,49344,3889030,-23117,9.4558066,1.5263665,2.1815322,0.1151279,9.0737664,-0.0539358,0.645086667,N,48125,58607,12.0,14.1,4.7,N,Y
2254,560529974,Charles A Cannon Memorial Hospital,434 Hospital Drive,Linville,NC,40,N,N,341323,Avery County,2021,N,1,25011460,23906519,890381,108163,0,11641,2731989,17206,3.5598921,0.4324537,0.0,0.0465426,10.9229489,0.0687924,0.138277308,Y,39437,50800,15.8,19.2,3.9,N,Y
2255,562112733,The Outer Banks Hospital,4800 S Croatan Hwy,Nags Head,NC,19,N,Y,341324,Dare County,2021,N,1,107266166,123380387,2577561,1632554,2610,463236,3943032,86174,2.402958,1.5219654,0.0024331,0.4318565,3.6759326,0.0803366,1.735111635,N,59240,72962,8.8,13.6,6.0,N,Y
2256,560603900,Ashe Memorial Hospital,200 Hospital Avenue,Jefferson,NC,76,N,N,341325,Ashe County,2021,N,1,39985052,45501677,1675318,61202,1614116,0,1686886,173681,4.1898607,0.1530621,4.0367985,0.0,4.2187915,0.4343648,2.535991823,Y,39612,44543,14.5,16.5,4.0,N,Y
2257,566000064,Angel Medical Center,120 Riverview Street,Franklin,NC,25,N,N,341326,Macon County,2018,N,1,18403637,10847641,502189,696303,-194114,0,1480918,301308,2.7287486,3.7835075,-1.0547589,0.0,8.0468768,1.6372198,2.535991823,Y,40057,46426,16.3,17.9,3.9,N,Y
2258,561844262,Murphy Medical Center,3990 E Us Highway 64 Alt,Murphy,NC,50,N,N,341328,Cherokee County,2021,N,1,65233311,60971204,4523051,3187169,1335882,0,5797384,3643408,6.9336523,4.8857998,2.0478525,0.0,8.8871527,5.5851955,2.535991823,N,36620,44449,15.1,16.6,5.0,N,Y
2259,561025032,Blue Ridge Regional Hospital,125 Hospital Drive,Spruce Pine,NC,85,N,N,341329,Mitchell County,2018,N,1,14876319,20335003,912469,596129,316340,0,2022728,170691,6.1337014,4.0072345,2.1264669,0.0,13.5969657,1.1474007,2.535991823,Y,35932,43967,16.1,14.5,4.5,N,Y
2260,450226711,St Alexius Medical Center,900 East Broadway Avenue,Bismarck,ND,287,Y,Y,350002,Burleigh County,2021,Y,2,320366062,274517601,15781168,2629327,1229909,91710,5559263,-14924326,4.9259799,0.8207258,0.3839073,0.0286266,1.7352846,-4.6585227,0.323708942,Y,62801,72170,8.6,5.6,3.1,Y,N
2261,453791176,Sanford Medical Center South University,1720 S University Drive,Fargo,ND,202,Y,Y,350004,Cass County,2021,Y,24,4834032389,5228573954,337395408,87612517,127149960,17674898,65652861,-57435000,6.9795851,1.8124106,2.6303084,0.3656346,1.3581386,-1.1881385,1.751262693,Y,61899,61338,9.7,6.2,2.9,Y,N
2262,331007002,Trinity Hospitals/St Joes,One Burdick Expressway West,Minot,ND,416,N,Y,350006,Ward County,2021,Y,3,343413803,386974298,4484445,2574871,246035,1663539,15779080,-29262440,1.3058429,0.7497866,0.0716438,0.4844123,4.5947716,-8.5210436,1.695725799,Y,57492,64346,8.9,7.5,4.3,Y,N
2263,453791176,Sanford Medical Center - Fargo,801 Broadway North,Fargo,ND,732,Y,Y,350011,Cass County,2021,Y,24,4834032389,5228573954,337395408,87612517,127149960,17674898,65652861,-57435000,6.9795851,1.8124106,2.6303084,0.3656346,1.3581386,-1.1881385,1.751262693,Y,61899,61338,9.7,6.2,2.9,Y,N
2264,453791176,Sanford Bismarck,300 N 7th St,Bismarck,ND,233,Y,Y,350015,Burleigh County,2021,Y,24,4834032389,5228573954,337395408,87612517,127149960,17674898,65652861,-57435000,6.9795851,1.8124106,2.6303084,0.3656346,1.3581386,-1.1881385,1.751262693,Y,62801,72170,8.6,5.6,3.1,Y,N
2265,450310462,Altru Health System-Altru Hospital,1200 South Columbia Rd,Grand Forks,ND,297,Y,Y,350019,Grand Forks County,2021,Y,3,582081127,613611037,11650829,3436431,5085234,851673,0,-258622505,2.0015816,0.5903697,0.8736297,0.1463151,0.0,-44.4306631,4.915492664,Y,57659,55495,12.7,6.4,3.2,Y,N
2266,261175213,Innovis Health,3000 32nd Avenue S,Fargo,ND,145,Y,N,350070,Cass County,2021,N,1,501812410,498829278,21951129,4615738,15915483,228113,18536627,-28574824,4.3743694,0.9198134,3.1716001,0.0454578,3.6939355,-5.6943239,14.459543153,Y,61899,61338,9.7,6.2,2.9,Y,N
2267,450308484,Tioga Medical Center,810 North Welo Street,Tioga,ND,25,N,Y,351300,Williams County,2021,N,1,15916883,17674432,800849,24000,145871,27515,872000,35879,5.0314436,0.1507832,0.9164545,0.1728667,5.4784595,0.2254147,0.269218578,N,64850,79483,9.6,8.5,6.7,Y,N
2268,450447670,Mountrail County Medical Center,615 6th Street Se,Stanley,ND,11,N,N,351301,Mountrail County,2021,N,1,8021440,8907801,251838,59000,84005,0,527285,25970,3.1395609,0.7355287,1.0472558,0.0,6.5734456,0.3237573,1.313985647,N,64982,68465,11.0,14.4,3.5,Y,N
2269,770637498,Mckenzie County Healthcare System,516 North Main,Watford City,ND,24,N,N,351302,McKenzie County,2021,N,1,44985061,41814742,8919872,124000,75422,0,754788,60607,19.8285204,0.275647,0.1676601,0.0,1.6778636,0.1347269,0.022868315,N,64035,84705,7.5,8.9,5.5,Y,N
2270,450227752,Garrison Memorial Hospital,407 3rd Avenue Se,Garrison,ND,22,N,N,351303,McLean County,2021,N,1,12922386,11701384,90018,15167,0,3092,495197,935760,0.6966051,0.1173699,0.0,0.0239274,3.8320864,7.2413871,0.202629223,N,66025,70835,8.4,9.1,3.7,Y,N
2271,450226711,Turtle Lake Community Hospital,220 5th Avenue,Turtle Lake,ND,25,N,N,351304,McLean County,2021,Y,2,320366062,274517601,15781168,2629327,1229909,91710,5559263,-14924326,4.9259799,0.8207258,0.3839073,0.0286266,1.7352846,-4.6585227,0.323708942,N,66025,70835,8.4,9.1,3.7,Y,N
2272,331007002,Kenmare Community Hospital,317 1st Ave Nw,Kenmare,ND,25,N,N,351305,Ward County,2021,Y,3,343413803,386974298,4484445,2574871,246035,1663539,15779080,-29262440,1.3058429,0.7497866,0.0716438,0.4844123,4.5947716,-8.5210436,1.695725799,Y,57492,64346,8.9,7.5,4.3,Y,N
2273,450227753,Cooperstown Medical Center,1200 Roberts Avenue Ne,Cooperstown,ND,18,N,N,351306,Griggs County,2021,N,1,5155336,5203318,214697,17000,24460,0,120376,33389,4.1645588,0.3297554,0.4744598,0.0,2.3349787,0.647659,0.239325317,N,73753,53751,9.6,7.7,2.8,Y,N
2274,450226426,St Andrews Health Center,316 Ohmer St,Bottineau,ND,25,N,N,351307,Bottineau County,2021,N,1,16827295,17858050,648522,48000,74381,0,203846,33577,3.8539884,0.2852508,0.4420258,0.0,1.2114008,0.1995389,0.232601146,N,68631,61841,9.7,8.4,4.8,Y,N
2275,450119890,Nelson County Health System-Hospital,200 North Main Street,Mcville,ND,19,N,N,351308,Nelson County,2021,N,1,4246724,4886707,137431,0,129471,7960,0,0,3.2361651,0.0,3.0487265,0.1874385,0.0,0.0,16.265201005,N,75907,53008,9.8,8.1,3.7,Y,N
2276,453791176,Sanford Mayville,42 6th Avenue Se,Mayville,ND,25,N,N,351309,Traill County,2021,Y,24,4834032389,5228573954,337395408,87612517,127149960,17674898,65652861,-57435000,6.9795851,1.8124106,2.6303084,0.3656346,1.3581386,-1.1881385,1.751262693,Y,64096,70384,7.0,6.0,3.0,Y,N
2277,450308379,Sakakawea Medical Center,510 J8th Ave Ne,Hazen,ND,13,N,N,351310,Mercer County,2021,N,1,16898470,17593721,253000,69000,53518,113408,311478,-98593,1.4971769,0.4083209,0.3167032,0.671114,1.8432319,-0.5834433,0.938964761,N,60497,79608,8.0,5.1,4.7,Y,N
2278,820558836,Lisbon Area Health Services,905 Main,Lisbon,ND,25,N,Y,351311,Ransom County,2021,N,1,11660656,10492586,193766,63400,115365,12497,220199,519298,1.6617075,0.5437086,0.9893525,0.1071723,1.8883929,4.4534201,11.916872208,N,65153,65039,9.3,6.6,2.6,Y,N
2279,450226472,Northwood Deaconess Health Center,4 N Park Street,Northwood,ND,12,Y,N,351312,Grand Forks County,2021,N,1,14346827,15734544,158164,60124,40594,43731,120000,-207963,1.1024319,0.4190752,0.2829475,0.304813,0.8364218,-1.44954,1.753263934,N,57659,55495,12.7,6.4,3.2,Y,N
2280,450458242,Southwest Healthcare Services,802 3nd Street Nw,Bowman,ND,23,N,N,351313,Bowman County,2021,N,1,15419251,17128979,1972077,98000,100446,14402,208133,40546,12.7897068,0.6355691,0.6514324,0.0934027,1.3498256,0.262957,0.111886858,N,68963,67067,8.9,10.0,2.5,Y,N
2281,450222079,Jacobson Memorial Hospital,601 East Street North,Elgin,ND,25,N,N,351314,Grant County,2021,N,1,13146708,12323795,524678,1000,223784,0,364724,49097,3.9909458,0.0076064,1.7022056,0.0,2.774261,0.3734547,0.749544839,N,57761,48063,13.5,13.5,2.7,Y,N
2282,450231675,Oakes Community Hospital,314 South 8th St,Oakes,ND,20,N,N,351315,Dickey County,2021,N,1,12294096,11222080,441869,87258,337065,6586,429378,-37918,3.594156,0.7097553,2.7416818,0.0535704,3.4925544,-0.3084244,24.183460617,N,71888,60682,10.2,7.9,2.7,Y,N
2283,450227391,Presentation Medical Center,213 Second Ave Ne,Rolla,ND,25,N,Y,351316,Rolette County,2021,N,1,15013879,16050035,1105170,95000,644652,0,303062,17224,7.3609891,0.6327478,4.2937071,0.0,2.0185456,0.1147205,2.023572026,N,41884,45178,21.3,13.6,10.6,Y,N
2284,450227311,Carrington Health Center,800 North Fourth Street,Carrington,ND,25,N,N,351318,Foster County,2021,N,1,13968233,15506291,141226,111142,0,23762,320345,-363690,1.0110512,0.7956768,0.0,0.1701145,2.2933824,-2.6036936,3.694389044,N,76313,63234,7.9,6.4,2.8,Y,N
2285,456013474,Pembina County Memorial Hospital,301 Mountain St East,Cavalier,ND,20,N,N,351319,Pembina County,2021,N,1,20740658,24901621,1174493,40638,0,45900,279800,-2363,5.6627566,0.1959339,0.0,0.2213044,1.349041,-0.011393,0.035840561,N,72827,61595,7.6,8.3,4.8,Y,N
2286,450310159,Unity Medical Center,164 West 13th Street,Grafton,ND,14,N,Y,351320,Walsh County,2021,N,1,22962337,25347956,1516138,19993,262747,0,396048,87251,6.6027164,0.0870686,1.1442519,0.0,1.7247721,0.3799743,0.229236629,Y,63790,57557,10.6,9.6,4.6,Y,N
2287,450358986,Wishek Community Hospital,1007 4th Avenue South,Wishek,ND,24,N,N,351321,McIntosh County,2021,N,1,8589048,9459118,205954,98992,106962,0,12072,-580890,2.3978676,1.1525375,1.24533,0.0,0.140551,-6.7631476,2.535991823,N,70812,48839,12.2,10.2,3.5,Y,N
2288,450255914,Ashley Medical Center,612 Center Avenue North,Ashley,ND,20,N,N,351322,McIntosh County,2021,N,1,9282726,10168498,231884,6371,118695,62469,229200,19024,2.4980162,0.0686328,1.2786653,0.6729596,2.4691022,0.2049397,1.170832631,N,70812,48839,12.2,10.2,3.5,Y,N
2289,450306787,Cavalier County Memorial Hospital,909 Second Street,Langdon,ND,20,N,N,351323,Cavalier County,2021,N,1,12776302,14163030,2390009,26441,98128,0,178562,86990,18.7065787,0.2069534,0.7680469,0.0,1.3976031,0.6808699,0.054986669,N,88702,54270,8.5,6.3,3.1,Y,N
2290,450226553,Mercy Hospital Of Valley City,570 Chautaqua Boulevard,Valley City,ND,25,N,N,351324,Barnes County,2021,N,1,13751559,14959731,160426,124668,1854,23285,413690,223687,1.1666022,0.9065735,0.0134821,0.1693262,3.0083134,1.6266301,3.731772062,N,64242,52327,9.9,6.9,3.1,Y,N
2291,450254692,St Lukes Hospital,700 First Street Sw,Crosby,ND,20,N,N,351325,Divide County,2021,N,1,9833346,8746090,663891,42000,91069,0,11744,20329,6.7514252,0.427118,0.9261242,0.0,0.1194303,0.2067353,0.250684786,N,62052,64594,10.7,10.1,2.4,Y,N
2292,450232743,First Care Health Center,115 Vivian Street,Park River,ND,14,N,N,351326,Walsh County,2021,N,1,16641721,24744336,78867,53000,0,3587,127245,100801,0.4739113,0.3184766,0.0,0.0215542,0.7646144,0.6057125,2.048942668,Y,63790,57557,10.6,9.6,4.6,Y,N
2293,450226729,St Aloisius Medical Center,325 East Brewster Street,Harvey,ND,25,N,N,351327,Wells County,2021,N,1,22697026,25167860,747261,25000,81879,285074,759440,19229,3.29233,0.1101465,0.3607477,1.2559971,3.345989,0.0847203,0.166898819,N,79403,56827,10.9,7.2,4.2,Y,N
2294,450253272,Linton Hospital,518 North Broadway,Linton,ND,14,N,N,351328,Emmons County,2021,N,1,10752664,11513950,161521,11098,150423,0,0,0,1.5021486,0.1032116,1.398937,0.0,0.0,0.0,2.535991823,N,64430,49972,13.7,11.6,4.6,Y,N
2295,453791176,Sanford Hillsboro,12 3rd Street Se,Hillsboro,ND,16,N,N,351329,Traill County,2021,Y,24,4834032389,5228573954,337395408,87612517,127149960,17674898,65652861,-57435000,6.9795851,1.8124106,2.6303084,0.3656346,1.3581386,-1.1881385,1.751262693,Y,64096,70384,7.0,6.0,3.0,Y,N
2296,450340688,West River Regional Medical Center,1000 Highway 12,Hettinger,ND,25,N,Y,351330,Adams County,2021,N,1,28009488,30937154,1850483,97972,668133,14571,272163,-390956,6.6066291,0.3497814,2.3853809,0.0520216,0.9716814,-1.3957984,0.706492569,N,59255,50673,10.8,9.5,3.4,Y,N
