hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt_x,hospital_data_id,fiscal_yr,data_ein,data_name,form_990_filed_part_grp_ret_f,form_990_num_fac_oper,form_990_name,form_990_address,form_990_city,form_990_state,form_990_zip,tot_func_exp,tot_revenue,tot_comm_bnfts,chrty_care,unreim_medcd,unreim_costs,comm_hlth_impr_svcs_comm_bnft_oper,hlth_prof_educ,subsd_hlth_svcs,rsrch,cash_inknd_contrib_comm_grps,comm_bldg,comm_bldg_actvs,comm_bldg_actvs_physimprvhse,comm_bldg_actvs_econdevlp,comm_bldg_actvs_cmntysuprt,comm_bldg_actvs_envrnimprv,comm_bldg_actvs_ldrdevlp,comm_bldg_actvs_cltnbldg,comm_bldg_actvs_htlhimprvadvcy,comm_bldg_actvs_wrkfrcdevlp,comm_bldg_actvs_other,comm_bldg_actvs_physimprvhse_pct,comm_bldg_actvs_econdevlp_pct,comm_bldg_actvs_cmntysuprt_pct,comm_bldg_actvs_envrnimprv_pct,comm_bldg_actvs_ldrdevlp_pct,comm_bldg_actvs_cltnbldg_pct,comm_bldg_actvs_htlhimprvadvcy_pct,comm_bldg_actvs_wrkfrcdevlp_pct,comm_bldg_actvs_other_pct,bad_debt,bad_debt_tot_func_exp_atrb_pat_elig_fncl_asst,mdcre_shrtfl,tot_comm_bnfts_tot_func_exp_pct,chrty_care_tot_func_exp_pct,unreim_medcd_tot_func_exp_pct,unreim_costs_tot_func_exp_pct,comm_hlth_impr_svcs_comm_bnft_oper_tot_func_exp_pct,hlth_prof_educ_tot_func_exp_pct,subsd_hlth_svcs_tot_func_exp_pct,rsrch_tot_func_exp_pct,cash_inknd_contrib_comm_grps_tot_func_exp_pct,hosp_rpt_comm_bldg_actvs_f,comm_bldg_tot_func_exp_pct,comm_bldg_actvs_tot_func_exp_pct,bad_debt_tot_func_exp_pct,bad_debt_tot_func_exp_atrb_pat_elig_fncl_asst_pct,mdcre_shrtfl_tot_func_exp_pct,rat_pat_care_npat_care_comm_bnfts,sole_comm_prov_f,written_fncl_asst_policy_f,used_fed_pov_gdlns_det_elig_free_disc_care_f,rpted_credit_agency_f,filed_lawsuit_f,placed_liens_resdnc_f,issued_body_attch_f,chna_cond_comm_hlth_needs_assmt_f,chna_defined_comm_served_f,chna_took_into_acct_input_ppl_rep_broad_intrst_comm_served_f,chna_cond_w_mult_hosp_facilities_f,chna_made_wide_avail_pub_f,hosp_adp_imp_stg_addr_hlth_needs_comm_f,hosp_exe_imp_stg_addr_hlth_needs_comm_f,hosp_prtcp_dev_commwide_comm_bnft_plan_f,per_capita_inc_qrt,per_capita_inc,med_hsehld_inc_qrt,med_hsehld_inc,percent_ppl_pov_qrt,percent_ppl_pov_pct,percent_ppl_65_yrs_old_without_hlth_insr_qrt,percent_ppl_65_yrs_old_without_hlth_insr_pct,unemp_rate_16_yrs_older_qrt,unemp_rate_16_yrs_older,st_impl_aca_medcd_exp_cvrg_adlts_w_incs_up_138pct_fpl_f,st_inc_elig_prnts_dep_chldrn_enrol_medcd_ltd_76pct_fpl_less_f,st_law_req_hosp_rpt_comm_bnfts_f,paper_return_f,netcommbldgexpns_total,numactpgm_physimprvhse,numactpgm_econdevlp,numactpgm_cmntysuprt,numactpgm_envrnimprv,numactpgm_ldrdevlp,numactpgm_cltnbldg,numactpgm_htlhimprvadvcy,numactpgm_wrkfrcdevlp,numactpgm_other,numactpgm_total,prsnssrvd_physimprvhse,prsnssrvd_econdevlp,prsnssrvd_cmntysuprt,prsnssrvd_envrnimprv,prsnssrvd_ldrdevlp,prsnssrvd_cltnbldg,prsnssrvd_htlhimprvadvcy,prsnssrvd_wrkfrcdevlp,prsnssrvd_other,prsnssrvd_total,ttlcommbldgexpns_physimprvhse,ttlcommbldgexpns_econdevlp,ttlcommbldgexpns_cmntysuprt,ttlcommbldgexpns_envrnimprv,ttlcommbldgexpns_ldrdevlp,ttlcommbldgexpns_cltnbldg,ttlcommbldgexpns_htlhimprvadvcy,ttlcommbldgexpns_wrkfrcdevlp,ttlcommbldgexpns_other,ttlcommbldgexpns_total,diroffsetrev_physimprvhse,diroffsetrev_econdevlp,diroffsetrev_cmntysuprt,diroffsetrev_envrnimprv,diroffsetrev_ldrdevlp,diroffsetrev_cltnbldg,diroffsetrev_htlhimprvadvcy,diroffsetrev_wrkfrcdevlp,diroffsetrev_other,diroffsetrev_total,pctttlexp_physimprvhse,pctttlexp_econdevlp,pctttlexp_cmntysuprt,pctttlexp_envrnimprv,pctttlexp_ldrdevlp,pctttlexp_cltnbldg,pctttlexp_htlhimprvadvcy,pctttlexp_wrkfrcdevlp,pctttlexp_other,pctttlexp_total,updated_dt_y
3350,2559,391264986,Wheaton Franciscan Healthcare - All,Wheaton Franciscan Healthcare - All,3801 Spring Street,Racine,WI,53405,55101,553,Y,Y,N,N,520096,Racine County,>299 beds,"November 20, 2023",34833,2021,391264986,Wheaton Franciscan Healthcare - All,Y,2,Ascension All Saints Hospital Inc,C/o Tax Department PO Box 45998,St Louis,MO,63145,341045504,346883360,37214932,6658979,23629237,0,208830,3854935,2537694,50060,275197,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4422825,0,-25874594,10.9120136,1.9525192,6.9284704,0.0,0.0612322,1.1303286,0.7440924,0.0146783,0.0806921,N,0.0,0.0,1.296843,0.0,-7.586845,4.372666065,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,53094,4,66562,1,9.4,1,7.2,3,4.7,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3351,2561,390818682,St Marys Hospital Medical Center,St Marys Hospital Medical Center,1726 Shawano Avenue,Green Bay,WI,54303,55009,158,N,Y,N,N,520097,Brown County,100-299 beds,"November 20, 2023",34845,2021,390818682,St Marys Hospital Medical Center,N,1,St Mary's Hospital Medical Center of Green Bay Inc - Hospital Sisters,1726 Shawano Avenue,Green Bay,WI,54303,138727343,147304979,13370190,698988,11091284,1130356,249999,76752,0,0,122811,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,-16374257,9.6377467,0.5038574,7.9950237,0.814804,0.1802088,0.0553257,0.0,0.0,0.0885268,N,0.0,0.0,0.0,0.0,-11.8031936,28.740480734,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,56093,4,64905,1,8.5,1,7.8,1,3.4,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3352,2562,391028081,Beloit Memorial Hospital  Inc,Beloit Memorial Hospital  Inc,1969 West Hart Road,Beloit,WI,53511,55105,256,N,Y,N,Y,520100,Rock County,100-299 beds,"November 20, 2023",34857,2021,391028081,Beloit Memorial Hospital  Inc,N,1,Beloit Health System Inc,1969 West Hart Road,Beloit,WI,53511,255483238,269649311,31405844,5415588,25990256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3096616,0,-12552092,12.2927219,2.1197429,10.1729789,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.2120622,0.0,-4.9130784,,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,48836,4,66138,1,9.3,1,7.0,2,4.4,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3353,2537,611649250,Aurora Lakeland Medical Center,Aurora Lakeland Medical Center,W3985 Highway Nn,Elkhorn,WI,53121,55127,99,N,N,N,N,520102,Walworth County,<100 beds,"November 20, 2023",34868,2020,611649250,Aurora Lakeland Medical Center,Y,15,Aurora Health Care Inc Group Return,750 W Virginia St PO Box 341880,Milwaukee,WI,53234,5262337138,5577589606,257594992,39374484,186143843,-3337403,12974756,17688736,1231681,1757452,1761443,9670,9670,0,1425,0,0,0,106,0,8139,0,0.0,14.7362978,0.0,0.0,0.0,1.0961737,0.0,84.1675284,0.0,29344841,0,-135013367,4.8950682,0.7482318,3.5372846,-0.0634205,0.2465588,0.3361384,0.0234055,0.0333967,0.0334726,Y,0.0001837,0.0001837,0.5576389,0.0,-2.565654,6.273804071,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,53546,4,67656,1,8.3,2,8.2,2,6.1,N,N,Y,N,9670,0,5,0,0,0,1,0,6,0,12,0,0,0,0,0,22,0,379,0,401,0,1425,0,0,0,106,0,8139,0,9670,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3354,2563,390987025,Community Memorial Hospital,Community Memorial Hospital,W180 N8085 Town Hall Road,Menomonee Falls,WI,53051,55133,237,N,Y,N,N,520103,Waukesha County,100-299 beds,"November 20, 2023",34880,2021,390987025,Community Memorial Hospital,Y,2,Community Memorial Hospital Of Menomonee Falls Inc,W180 N8085 Town Hall Road,Menomonee Falls,WI,53051,276745689,262892483,25574334,785409,17326495,0,801884,5388231,504421,0,767894,197635,197635,0,22008,3807,0,0,0,42907,128913,0,0.0,11.1356794,1.9262782,0.0,0.0,0.0,21.7102233,65.2278189,0.0,5391521,0,-15046530,9.2410957,0.2838017,6.2608003,0.0,0.2897548,1.9469972,0.1822687,0.0,0.2774727,Y,0.0714139,0.0714139,1.948186,0.0,-5.4369519,2.427078578,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,75958,4,92359,1,4.2,1,4.0,1,3.1,N,N,Y,N,197635,0,1,1,0,0,0,1,3,0,6,0,0,10,0,0,0,0,947,0,957,0,22008,3807,0,0,0,42907,128913,0,197635,0,0,0,0,0,0,0,0,0,0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0005,0.0,0.0008,"November 20, 2023"
3355,2564,390806395,Holy Family Memorial Inc,Holy Family Memorial Inc,2300 Western Avenue,Manitowoc,WI,54221,55071,167,N,N,N,N,520107,Manitowoc County,100-299 beds,"November 20, 2023",34892,2021,390806395,Holy Family Memorial Inc,N,1,Holy Family Memorial Inc,2300 Western Ave PO Box 1450,Manitowoc,WI,54221,61896491,51828608,5424506,85322,4840612,0,338579,12749,0,0,147244,3406,3406,0,989,1440,0,0,502,0,475,0,0.0,29.0369935,42.2783323,0.0,0.0,14.7386964,0.0,13.9459776,0.0,869877,183544,-11388127,8.7638344,0.1378462,7.820495,0.0,0.5470083,0.0205972,0.0,0.0,0.2378874,Y,0.0055027,0.0055027,1.4053736,21.0999945,-18.3986633,9.880085524,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,50829,3,62734,1,7.9,1,6.6,1,3.4,N,N,Y,N,3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,989,1440,0,0,502,0,475,0,3406,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3356,2565,390992883,Mile Bluff Medical Center  Inc,Mile Bluff Medical Center  Inc,1050 Division Street,Mauston,WI,53948,55057,40,N,N,N,Y,520109,Juneau County,<100 beds,"November 20, 2023",34904,2021,390992883,Mile Bluff Medical Center  Inc,N,1,Mile Bluff Medical Center Inc,1050 Division Street,Mauston,WI,53948,106489143,106985398,18011919,1358000,3432291,0,0,0,13221628,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2884660,504815,-1826380,16.9143243,1.2752473,3.223137,0.0,0.0,0.0,12.4159399,0.0,0.0,,0.0,0.0,2.708877,17.4999826,-1.7150856,0.362307198,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,2,42620,3,56025,2,11.9,2,9.2,2,4.3,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3357,2566,391528430,Aurora Medical Center - Bay Area,Aurora Medical Center - Bay Area,3003 University Drive,Marinette,WI,54143,55075,99,N,N,N,N,520113,Marinette County,<100 beds,"November 20, 2023",34916,2021,391528430,Aurora Medical Center - Bay Area,N,1,Aurora Medical Center Bay Area Inc,750 W Virginia St PO Box 341880,Milwaukee,WI,53234,102228855,109452768,29798420,883218,10765268,17413620,249244,51500,433570,0,2000,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1444580,0,-5181002,29.1487369,0.8639615,10.5305571,17.0339577,0.2438098,0.0503771,0.424117,0.0,0.0019563,,0.0,0.0,1.4130843,0.0,-5.0680426,39.469718082,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,3,49557,3,56236,1,9.4,1,6.8,2,4.4,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3358,2567,391030310,Watertown Regional Medical Center,Watertown Regional Medical Center,125 Hospital Drive,Watertown,WI,53098,55027,95,N,N,N,N,520116,Dodge County,<100 beds,"November 20, 2023",34928,2021,391030310,Watertown Regional Medical Center,N,1,Greater Watertown Community Health Foundation Inc,672 Johnson St 300,Watertown,WI,53094,26345206,43510687,1620419,372505,1231681,0,0,0,0,0,16233,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,184629,0,-526469,6.1507167,1.4139384,4.6751617,0.0,0.0,0.0,0.0,0.0,0.0616165,,0.0,0.0,0.7008068,0.0,-1.9983483,98.822522023,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,48547,4,65540,1,7.2,1,6.2,1,3.2,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3359,2568,390816857,Ascension Se Wisconsin Hospital  Inc,Ascension Se Wisconsin Hospital  Inc,5000 West Chambers Street,Milwaukee,WI,53210,55079,538,Y,Y,N,Y,520136,Milwaukee County,>299 beds,"November 20, 2023",34940,2021,390816857,Ascension Se Wisconsin Hospital  Inc,Y,3,Ascension Se Wisconsin Hospital Inc,C/o Tax Department PO Box 45998,St Louis,MO,63145,384272765,405331364,33061346,4047699,26777106,0,518676,803279,220399,52090,642097,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4735304,0,-29194378,8.6036141,1.05334,6.9682549,0.0,0.1349759,0.2090387,0.0573548,0.0135554,0.167094,N,0.0,0.0,1.2322767,0.0,-7.597306,13.782356326,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,51002,2,52281,4,19.0,2,8.5,3,5.4,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3360,2537,611649250,Aurora Health Care Metro  Inc,Aurora Health Care Metro  Inc,2900 West Oklahoma Avenue,Milwaukee,WI,53215,55079,1213,N,Y,N,Y,520138,Milwaukee County,>299 beds,"November 20, 2023",34951,2020,611649250,Aurora Health Care Metro  Inc,Y,15,Aurora Health Care Inc Group Return,750 W Virginia St PO Box 341880,Milwaukee,WI,53234,5262337138,5577589606,257594992,39374484,186143843,-3337403,12974756,17688736,1231681,1757452,1761443,9670,9670,0,1425,0,0,0,106,0,8139,0,0.0,14.7362978,0.0,0.0,0.0,1.0961737,0.0,84.1675284,0.0,29344841,0,-135013367,4.8950682,0.7482318,3.5372846,-0.0634205,0.2465588,0.3361384,0.0234055,0.0333967,0.0334726,Y,0.0001837,0.0001837,0.5576389,0.0,-2.565654,6.273804071,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,51002,2,52281,4,19.0,2,8.5,4,8.2,N,N,Y,N,9670,0,5,0,0,0,1,0,6,0,12,0,0,0,0,0,22,0,379,0,401,0,1425,0,0,0,106,0,8139,0,9670,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3361,2537,611649250,West Allis Memorial Hospital,West Allis Memorial Hospital,8901 West Lincoln Avenue,West Allis,WI,53227,55079,149,N,Y,N,N,520139,Milwaukee County,100-299 beds,"November 20, 2023",34962,2020,611649250,West Allis Memorial Hospital,Y,15,Aurora Health Care Inc Group Return,750 W Virginia St PO Box 341880,Milwaukee,WI,53234,5262337138,5577589606,257594992,39374484,186143843,-3337403,12974756,17688736,1231681,1757452,1761443,9670,9670,0,1425,0,0,0,106,0,8139,0,0.0,14.7362978,0.0,0.0,0.0,1.0961737,0.0,84.1675284,0.0,29344841,0,-135013367,4.8950682,0.7482318,3.5372846,-0.0634205,0.2465588,0.3361384,0.0234055,0.0333967,0.0334726,Y,0.0001837,0.0001837,0.5576389,0.0,-2.565654,6.273804071,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,51002,2,52281,4,19.0,2,8.5,4,8.2,N,N,Y,N,9670,0,5,0,0,0,1,0,6,0,12,0,0,0,0,0,22,0,379,0,401,0,1425,0,0,0,106,0,8139,0,9670,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3362,2545,390806315,Columbia  St Marys-Columbia Campus,,2025 E Newport Ave,Milwaukee,WI,53211,55079,394,N,Y,N,Y,520140,Milwaukee County,>299 beds,"November 20, 2023",34963,2010,390806315,Columbia  St Marys-Columbia Campus,Y,2,Columbia St Mary's Hospital Milwaukee,4425 N Port Washington Road,Glendale,WI,53212,523740534,493932537,54273333,8546264,30575306,0,3792655,10704676,0,0,654432,175296,175296,0,0,2831,0,0,13495,37075,121895,0,0.0,0.0,1.6149826,0.0,0.0,7.6984072,21.1499406,69.5366694,0.0,14304854,286097,-15468392,10.3626375,1.6317744,5.8378727,0.0,0.7241476,2.0438891,0.0,0.0,0.1249534,Y,0.03347,0.03347,2.7312864,1.9999994,-2.9534456,2.581981383,N,Y,Y,,,,,,,,,,,,,4,37725,2,40582,4,21.9,1,14.3,3,9.9,N,N,Y,N,175296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831,0,0,13495,37075,121895,0,175296,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0003,"November 20, 2023"
3363,2569,390824015,Thedacare Regional Medical Center Ap,Thedacare Regional Medical Center Ap,1818 N Meade St,Appleton,WI,54911,55087,160,N,Y,N,N,520160,Outagamie County,100-299 beds,"November 20, 2023",34975,2021,390824015,Thedacare Regional Medical Center Ap,N,1,Thedacare Regional Medical Center - Appleton Inc,PO Box 8025,Appleton,WI,54912,305551013,358045903,14937989,1423625,3959187,0,1353822,2185020,1899065,1464228,2653042,670234,670234,0,39440,450542,0,0,0,0,0,180252,0.0,5.8845119,67.2215972,0.0,0.0,0.0,0.0,0.0,26.8938907,2335345,1253626,1962882,4.888869,0.4659205,1.2957531,0.0,0.4430756,0.715108,0.6215214,0.479209,0.8682811,Y,0.2193525,0.2193525,0.764306,53.6805482,0.6424072,0.563339852,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,54862,4,70727,1,6.6,1,6.7,1,3.1,N,N,Y,N,670234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1241,0,0,0,0,0,2,1243,0.0,0.0001,0.0015,0.0,0.0,0.0,0.0,0.0,0.0006,0.0022,"November 20, 2023"
3364,2568,390816857,Wheaton Franciscan Inc - Elmbrook Memorial,,19333 W North Ave,Brookfield,WI,53045,55133,175,Y,Y,N,N,520170,Waukesha County,100-299 beds,"November 20, 2023",34987,2021,390816857,Wheaton Franciscan Inc - Elmbrook Memorial,Y,3,Ascension Se Wisconsin Hospital Inc,C/o Tax Department PO Box 45998,St Louis,MO,63145,384272765,405331364,33061346,4047699,26777106,0,518676,803279,220399,52090,642097,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4735304,0,-29194378,8.6036141,1.05334,6.9682549,0.0,0.1349759,0.2090387,0.0573548,0.0135554,0.167094,N,0.0,0.0,1.2322767,0.0,-7.597306,13.782356326,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,75958,4,92359,1,4.2,1,4.0,1,3.1,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3365,2571,396105970,Froedtert Mem Lutheran Hospt,Froedtert Mem Lutheran Hospt,9200 West Wisconsin Avenue,Milwaukee,WI,53226,55079,596,N,Y,N,Y,520177,Milwaukee County,>299 beds,"November 20, 2023",34999,2021,396105970,Froedtert Mem Lutheran Hospt,N,1,Froedtert Memorial Lutheran Hospital Inc,9200 W Wisconsin Avenue,Milwaukee,WI,53226,2200937161,2334062736,259614183,8466653,133015707,0,5563387,105042537,997254,4300121,2228524,923387,923387,0,5118,20397,0,0,0,18668,879204,0,0.0,0.5542638,2.2089329,0.0,0.0,0.0,2.0216875,95.2151156,0.0,57384140,0,-10296523,11.7956199,0.3846839,6.043594,0.0,0.2527735,4.7726277,0.0453104,0.1953768,0.1012534,Y,0.0419542,0.0419542,2.6072593,0.0,-0.4678244,1.197665086,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,51002,2,52281,4,19.0,2,8.5,3,5.4,N,N,Y,N,923387,0,1,2,0,0,0,1,6,0,10,0,0,196,0,0,0,0,756,0,952,0,5118,20397,0,0,0,18668,879204,0,923387,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,"November 20, 2023"
3366,2537,611649250,Aurora Medical Center Kenosha,Aurora Medical Center Kenosha,10400 75th Street,Kenosha,WI,53142,55059,74,N,Y,N,N,520189,Kenosha County,<100 beds,"November 20, 2023",35010,2020,611649250,Aurora Medical Center Kenosha,Y,15,Aurora Health Care Inc Group Return,750 W Virginia St PO Box 341880,Milwaukee,WI,53234,5262337138,5577589606,257594992,39374484,186143843,-3337403,12974756,17688736,1231681,1757452,1761443,9670,9670,0,1425,0,0,0,106,0,8139,0,0.0,14.7362978,0.0,0.0,0.0,1.0961737,0.0,84.1675284,0.0,29344841,0,-135013367,4.8950682,0.7482318,3.5372846,-0.0634205,0.2465588,0.3361384,0.0234055,0.0333967,0.0334726,Y,0.0001837,0.0001837,0.5576389,0.0,-2.565654,6.273804071,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,51229,4,70368,2,11.0,1,7.7,3,7.1,N,N,Y,N,9670,0,5,0,0,0,1,0,6,0,12,0,0,0,0,0,22,0,379,0,401,0,1425,0,0,0,106,0,8139,0,9670,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3367,2537,611649250,Aurora Baycare Medical Center,Aurora Baycare Medical Center,2845 Greenbriar Road,Green Bay,WI,54311,55009,132,N,Y,N,Y,520193,Brown County,100-299 beds,"November 20, 2023",35021,2020,611649250,Aurora Baycare Medical Center,Y,15,Aurora Health Care Inc Group Return,750 W Virginia St PO Box 341880,Milwaukee,WI,53234,5262337138,5577589606,257594992,39374484,186143843,-3337403,12974756,17688736,1231681,1757452,1761443,9670,9670,0,1425,0,0,0,106,0,8139,0,0.0,14.7362978,0.0,0.0,0.0,1.0961737,0.0,84.1675284,0.0,29344841,0,-135013367,4.8950682,0.7482318,3.5372846,-0.0634205,0.2465588,0.3361384,0.0234055,0.0333967,0.0334726,Y,0.0001837,0.0001837,0.5576389,0.0,-2.565654,6.273804071,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,56093,4,64905,1,8.5,1,7.8,2,6.0,N,N,Y,N,9670,0,5,0,0,0,1,0,6,0,12,0,0,0,0,0,22,0,379,0,401,0,1425,0,0,0,106,0,8139,0,9670,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3368,2572,391834639,Orthopaedic Hospital Of Wisconsin,Orthopaedic Hospital Of Wisconsin,575 West River Woods Parkway,Glendale,WI,53212,55079,25,N,Y,N,N,520194,Milwaukee County,<100 beds,"November 20, 2023",35033,2021,391834639,Orthopaedic Hospital Of Wisconsin,Y,4,Columbia St Mary's Inc,C/o Tax Department PO Box 45998,St Louis,MO,63145,222356270,218539582,1285614,17125,1268489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,140693,0,-1712669,0.5781775,0.0077016,0.5704759,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0632736,0.0,-0.7702364,,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,51002,2,52281,4,19.0,2,8.5,3,5.4,N,N,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
3369,2573,392016396,Columbia Center  Inc,Columbia Center  Inc,13125 North Port Washington Rd,Mequon,WI,53097,55089,92,N,Y,N,N,520195,Ozaukee County,<100 beds,"November 20, 2023",35041,2017,392016396,Columbia Center  Inc,N,1,Columbia Center Inc,13125 N Port Washington Rd,Mequon,WI,53097,8058668,6628695,1029402,46393,958607,0,23652,0,0,0,750,26825,26825,0,0,0,0,0,0,26825,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,95221,0,1713,12.7738479,0.5756906,11.8953529,0.0,0.2934976,0.0,0.0,0.0,0.0093067,Y,0.3328713,0.3328713,1.1815972,0.0,0.0212566,41.185148758,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,4,79255,4,85098,1,4.9,1,3.9,1,2.8,N,N,Y,N,26825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26825,0,0,26825,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0034,"November 20, 2023"
